Street_Name,Nodes
WEST 31ST STREET,"[{49566182, 49456843, 49566188, 49470511, 49495131}]"
OLIVER BEACH ROAD,"[{37597728, 37630371, 37417477, 37630373, 37590732, 37630388, 37630391, 37450782, 37562623}]"
BALDWIN MILL ROAD,"[{37866190, 37650704, 37866192, 37866195, 37663830, 37866107}]"
PARMELEE ROAD,"[{37731609, 37797790}]"
LIBERTY HEIGHTS TERRACE,"[{988174529, 37699077, 1260397229, 1260397231, 37773590}]"
RED LION ROAD,"[{37780196, 37780107, 37621550, 37665619, 37780052, 3185010077}]"
ROBIN MEADOW COURT,"[{692314803, 692314807}]"
OAK TRACE WAY,"[{37649073, 37649062, 37649063}]"
EARLY WAY,"[{2941379352, 49494421}]"
GREEN PINE COURT,"[{2294146420, 37830796}]"
DUPONT AVENUE,"[{49440131, 49526014, 49515883, 49530827, 49478383, 49482838, 49469079, 49537238, 49537241, 49459995, 49537244, 49437307}]"
WINDBLOWN COURT,"[{37647440, 37647451, 37647456, 37647455}]"
MORAVIA PARK DRIVE,"[{8430819360, 49507202, 49507171, 49426662, 49426663, 8026787644, 49507211, 49507182, 49507215, 49507184, 49507218, 49507222, 49390779, 4245061084, 49507229}]"
APOLLO LANE,"[{7468247418, 37617271}]"
ELRAY DRIVE,"[{49481092, 1399407838}]"
OAKBRIDGE DRIVE,"[{37773402, 37841986, 37846242}]"
LANOITAN ROAD,"[{37693665, 37565186, 37885794, 37722605, 37019954, 37927547}]"
TREMAINE COURT,"[{37795778, 37645484, 37795757}]"
LINCOLN PLACE,"[{37562169, 37562170, 37562172}]"
MARBURG MANOR DRIVE,"[{37711754, 37591700, 37730294, 37565624, 37636505, 37655708, 37828894}]"
BUDS CIRCLE,"[{1852299500, 1852299533}]"
SHADY GROVE CIRCLE,"[{37625418, 37625434}]"
ROBINSON AVENUE,"[{37457880, 37353100}]"
VIDA DRIVE,"[{37587769, 37673338, 37805596}]"
LITTLE MARKET STREET,"[{49463051, 49460077}]"
MEDBURY ROAD,"[{37731040, 1761498937, 37572031}]"
ELM AVENUE,"[{37816064, 49472402, 49472407, 49472408, 1280812471, 49455033, 49528771, 49472323, 49472326, 49472327, 49472334, 49472335, 6301215952, 1480420562, 3891220573, 49440221, 37780704, 12452775648, 37293925, 49472361, 37561207}]"
AVERY COURT,"[{37751253, 37751263}]"
POWERS AVENUE,"[{37742177, 37518786, 37755956}]"
INNER CIRCLE,"[{49454600, 49457890, 49532026, 49492399}]"
WOODLAWN AVENUE,"[{37806544, 37395923, 37806523}]"
ROCKY POINT ROAD,"[{37749994, 3457121042, 37750037, 3457121039}]"
PERRY HALL BOULEVARD,"[{365790594, 884801804, 37579663, 37872143, 4200614935, 37342746, 37432219, 821918492, 37432220, 37432222, 37629468, 37761952, 393532064, 393532194, 37432356, 37741351, 37432236, 884835885, 37872173, 973182766, 2139873841, 37872178, 1140220726, 37793346, 37854660, 37871940, 884801865, 37762380, 37871948, 1375429846, 37854806, 8270449366, 884801758, 699542113, 37622244, 37871972, 699542120, 1640103658, 1640103660, 37871981, 37287281, 37287282, 37581046}]"
PARKDALE AVENUE,"[{49434209, 49474246, 49475974, 49455079}]"
ELMORA AVENUE,"[{49526880, 49548582, 49545991, 49548585, 49482442, 49548555, 49548558, 49501149, 49548560, 49539442, 49493621, 49545753, 49527834, 49502525}]"
SERPENTINE ROAD,"[{37504352, 37601349}]"
VALLEY RIDGE LOOP,"[{37292009, 37292092, 12057552030}]"
CONAMARA COURT,"[{37666298, 37693342}]"
SHOSHONE WAY,"[{37603057, 37603027, 37603028, 37603031, 37603033}]"
SOMERSTOWN STREET,"[{5096166617, 5096166941, 5096166931, 5096166925}]"
SAINT THOMAS LANE,"[{393527016, 37656011, 37561415}]"
PAINE STREET,"[{49478857, 49560213}]"
GUNHURST GARTH,"[{37650381, 37650366}]"
ARDMORE AVENUE,"[{37773937, 37773939, 37773940}]"
HUTTON AVENUE,"[{37832619, 37573263, 37798449, 37569398, 37832635}]"
PERRING ROAD,"[{37625768, 37867003, 37867006, 37867014}]"
LAMSDEN COURT,"[{37504315, 37341716}]"
WILDFLOWER COURT,"[{37726280, 37734857}]"
KANES ROAD,"[{37562008, 37562057}]"
ROCK CREEK COURT,"[{1455669290, 37665990}]"
RYAN STREET,"[{49578819, 1134462693, 49513869, 49513870, 1655451888, 1655451898, 1655451900, 1655451903}]"
LEMMON STREET,"[{1400577057, 49461722, 49507971}]"
BRUEHL ROAD,"[{37809672, 37444585}]"
WAVELAND ROAD,"[{37293972, 37755830, 37548473, 37833691, 37755037}]"
RACHEL JORDAN COURT,"[{985980249, 985980266}]"
DOGWOOD COURT,"[{37424394, 7085988674}]"
ARABIA AVENUE,"[{5225389315, 49481747, 49481749, 49481750, 49412765, 49412766, 49481759, 49481764, 49481766, 49460393, 49481769, 49481771, 49481778, 49481796, 49481798, 49481799, 49481806, 49481813, 1393198946, 49477355}]"
MCTEAGUE STREET,"[{49469954, 683703980, 49501446, 49512647}]"
HARVEY STREET,"[{49493957, 49493961, 49455101, 49493965}]"
KEENEY MILL ROAD,"[{37720040, 37719983, 37720023, 37719257, 37661183}]"
DAISY AVENUE,"[{37747875, 3536337801, 1856956463, 37693523, 37816020, 37632510}]"
BRADDOCK AVENUE,"[{37845636, 37505734}]"
BAFFORD COURT,"[{37726304, 37726314}]"
GRAYWOOD ROAD,"[{37703925, 37353101}]"
FEATHERBED LANE,"[{37866369, 37668231, 37650408, 37705515, 2326997357, 37906702, 37808436, 37868245, 37541880, 37868831}]"
KELLOGG ROAD,"[{37873156, 37697991, 37797841, 37393565, 37898815}]"
BRANDON ROAD,"[{37609003, 37560690, 37582731}]"
OAKDENE ROAD,"[{3115794984, 37799596, 3115794974}]"
SPEDDEN STREET,"[{49502720, 49558851}]"
BELRIDGE ROAD,"[{968910048, 37811810, 37025011, 37025014, 37459288}]"
BROENING HIGHWAY,"[{49470725, 37407878, 37803655, 1247830026, 37407887, 49378192, 49466255, 900135075, 37538481, 37400501, 37617601, 37764035, 49470917, 49411014, 4249346247, 4249346255, 49470674, 49460948, 10777350619, 37664996, 37283045, 49459698, 49470710, 49470716}]"
SWIVEN PLACE,"[{37667849, 37667813, 37932383}]"
LINKWOOD ROAD,"[{49427527, 1323073930, 49495212, 49485522, 5239055286, 49508441, 1323073758}]"
SEAMASTER ROAD,"[{602438080, 602438082, 602438087, 602438089, 602437804, 602438864, 602438865, 602438070, 602438878}]"
STABLE COURT,"[{37680275, 37723468}]"
HUNT MANOR COURT,"[{37564523, 37705238}]"
SEDGWICK ROAD,"[{49529028, 49483878}]"
CARDINGTON WAY,"[{37838313, 37705700, 37630196}]"
WINTERHAVEN ROAD,"[{37698784, 37698787, 37698806}]"
PAYSON AVENUE,"[{37584856, 37703651}]"
KAHL MANOR COURT,"[{37913000, 37812365}]"
BLOOMINGDALE AVENUE,"[{37657763, 2688330954, 37753425, 37704854, 37886936, 37753434}]"
WILLOWDALE AVENUE,"[{49547811, 49547812, 37731367, 37721803, 37731346, 37773366, 37731322, 37731324}]"
GLEN ELLEN COURT,"[{37607137, 37607134}]"
CAMPBELL LANE,"[{49486857, 37896460, 37896461, 49462374}]"
MEADOWS FARM DRIVE,"[{37816233, 37650299, 37562479}]"
CORK LANE,"[{37520105, 37616826}]"
ENTRANCE DRIVE,"[{37844291, 37799516}]"
MAPLEHILL ROAD,"[{49498744, 49498779, 49498734}]"
RIDDLE AVENUE,"[{37743603, 37743590, 37743591}]"
ST. PAULS LANE,"[{1427661449, 37100209, 7799441079}]"
FINISHING MILL ROAD,"[{11301543779, 12055410759, 9277929962, 9277929963, 10090459882, 12055410762}]"
EVA COURT,"[{37858563, 37915627}]"
RED FOX COURT,"[{37697886, 37697879}]"
SOLLERS POINT ROAD,"[{37617666, 37782020, 37018248, 37782027, 37615886, 37460751, 37302675, 37782035, 37613206, 37782168, 37782170, 37382561, 37636386, 37254563, 952676517, 37680166, 1155446822, 37782184, 37720748, 37691827, 37782196, 37645748, 686161588, 37504567, 37334719, 1390330054, 37590982, 37677384, 37609933, 1155446862, 37621968, 1390329937, 952675665, 37782225, 37782100, 738189266, 10655610455, 37743959, 37608538, 686161626, 1407759708, 37582173, 1407759711, 37590240, 37781985, 37647329, 37782115, 1140347620, 37733471, 37782114, 37563625, 686161385, 686161388, 37618160, 37317878, 1739913853, 37782142, 37753471}]"
SYLVALE COURT,"[{37672080, 37672081}]"
LAUREL PATH COURT,"[{1379045585, 1379045427, 1379045373, 37437134}]"
ESSEX ROAD,"[{37775624, 37775754, 37775635, 37775639, 1218298524, 37666974, 37775647, 37775674, 37616574, 37775679, 37646399, 37763007, 37720772, 37683013, 37775691, 37585231, 37775184, 37385425, 37637073, 37775708, 37306852, 37775591, 37775722, 37775602, 37775742}]"
PARKWAY ROAD,"[{37696691, 37696693, 37613838, 37636847}]"
CLEARWIND COURT,"[{37924230, 37688118}]"
HOMESTEAD STREET,"[{49468547, 49468548, 49468549, 49468550, 49468551, 49468552, 1886255715, 860788248, 49468555, 6299960742, 49468557, 49461710, 49458488, 49468541}]"
DUNWICH WAY,"[{37607297, 37699731}]"
GREENGABLE GARTH,"[{37590290, 37590278}]"
EAST HIGHFIELD ROAD,"[{49522016, 49522310, 49515307, 49470132, 49550165, 740230078}]"
KENTWAY,"[{37794900, 37623694}]"
REGINA DRIVE,"[{37734462, 37592822}]"
KENMORE ROAD,"[{49485068, 49485069, 49460550, 49485071}]"
LEEDS AVENUE,"[{37602019, 37602083, 37602021, 37602056, 37602059, 37602125, 37602094, 1111322447, 1111322448, 37602064, 37388978, 37602096, 37602111, 37602102, 1054661592, 37602106, 393490843, 37602043}]"
MORELAND AVENUE,"[{844337578, 49508651, 49535884, 37642126, 49525555, 49506676, 37642107, 5300283996}]"
DEVINE ROAD,"[{9662329025, 9662329027, 10261799103}]"
SYLVAN PARK COURT,"[{37660768, 37627455}]"
GIBSON ROAD,"[{49464665, 49476083, 37666820, 37787743}]"
SPERL AVENUE,"[{37018073, 37018071}]"
DULUTH AVENUE,"[{49544832, 49532941}]"
MORRIS ROAD,"[{37642186, 49460658, 49466482, 37740117, 49466461}]"
EAST FORT AVENUE,"[{49455107, 49558922, 49481227, 49490574, 1195454994, 49481240, 898675871, 49524774, 49483053, 3076878895, 10536694064, 49464118, 49484479, 49463488, 49541955, 49546056, 49442124, 49534156, 49480782, 49475279, 49503311, 49495246, 49536845, 49491539, 49495254, 49497944, 49484763, 49461600, 49459042, 49468772, 49558894, 49558900, 49558911}]"
DAWNVALE ROAD,"[{37753267, 37898636, 37801911}]"
KAHL FARM ROAD,"[{8263012857, 8263012866, 8263012846}]"
COLBURY ROAD,"[{37710309, 2203983052, 37710317, 37506350, 37710319, 37506355, 37620374, 37657722, 5278554878}]"
STEVENS ROAD,"[{37621573, 37621575, 967288811, 37621548, 37621550, 37621587, 37621495, 37621594}]"
PREAKNESS WAY,"[{974324400, 780943252, 49514221}]"
IVY CHURCH ROAD,"[{37564897, 37564907, 37564877, 37564883, 37564889, 37512669}]"
VILLAGE CENTER ROAD,"[{37637064, 37637063, 37637055}]"
DELLSWAY ROAD,"[{37569163, 37633102}]"
FOX FIELD COURT,"[{37649824, 37637171}]"
SUMMERFIELD AVENUE,"[{49537112, 49556899, 49496511}]"
LENNOX AVENUE,"[{37729648, 37729649}]"
ORPIN ROAD,"[{37581923, 37581908, 2237913341, 37487126}]"
FOXWAY TERRACE,"[{1021368705, 1021368703}]"
CULVERT ROAD,"[{37602354, 37602362, 37602359}]"
WEIR LANE,"[{37809320, 37809290}]"
RIVER WAY COURT,"[{37864730, 37898325}]"
PROVIDENCE STREET,"[{49466115, 49405531, 49466125}]"
CRESTON ROAD,"[{37776456, 37776454}]"
SHELDON AVENUE,"[{49536947, 49564091, 49487404, 49529349}]"
ANOKA AVENUE,"[{49473704, 49523209}]"
LOUISIANA AVENUE,"[{37283781, 37718171, 37718160, 37718166, 37693531}]"
CHESTNUT STREET,"[{37800193, 1155446822, 37800212, 37645753, 37803162}]"
DIETER DRIVE,"[{11161021872, 11161021850, 11161021871}]"
BIRCH AVENUE,"[{37706595, 37645092, 37736167, 37658312, 37736265, 9532113128, 12192798537, 37736206, 37736240, 37677719, 37736184, 37320569, 37320570, 37736255}]"
DEMPSTER COURT,"[{37246249, 37655668}]"
GARY AVENUE,"[{3534125668, 49534124, 49532940, 49534134, 49534137}]"
ROBOSSON ROAD,"[{37585603, 37670325}]"
EURITH AVENUE,"[{49535257, 49535259, 49535262, 49535265}]"
LAKE MANOR DRIVE,"[{37717568, 37571874, 37717550}]"
RASA COURT,"[{37656827, 37656828}]"
RIGHT WAY,"[{37830258, 37700987}]"
SOUTH MEDWICK GARTH,"[{37771797, 37299398}]"
KELBOURNE ROAD,"[{37579524, 37614470}]"
NORTH SCHROEDER STREET,"[{4868544673, 49499585, 49499588, 49499593, 49499596, 49482670, 49499601, 49499602, 49499603, 49499606, 49499577, 49485661}]"
INTERNATIONAL DRIVE,"[{631168312, 37671395, 37671397, 1302652837}]"
TUCKER DRIVE,"[{821918514, 2139866459}]"
MEADOW GRASS COURT,"[{37932083, 37702220}]"
SOUTH KRESSON STREET,"[{833223554, 49522598, 49478540, 49522614, 833223864, 833223548}]"
PINTAIL COURT,"[{37589288, 37589289}]"
HILMAR COURT,"[{37750180, 37750173}]"
HOUR GLASS COURT,"[{1823399794, 1823399791}]"
PICKENS COURT,"[{37664506, 1359976829}]"
TERESA MARIE COURT,"[{37385053, 37672381}]"
MEDICI COURT,"[{37629482, 37629483, 1616757670, 37629471}]"
LAWNWOOD CIRCLE,"[{37875173, 37875087, 37836753, 37868255, 37777172, 37818399, 37875165, 37659583}]"
MONOCACY ROAD,"[{37780867, 1420502854, 37780902, 37780904, 1420502846}]"
WINTON AVENUE,"[{49530984, 49483748}]"
ANGLO HILL ROAD,"[{37890859, 37882209, 37671066, 37838299}]"
CEDAR BLUFF COURT,"[{37567296, 1937520349, 37567295}]"
MELANCTHON AVENUE,"[{37749896, 37574032, 3779096946, 37574038, 37574041}]"
OLD RUHL COURT,"[{37352070, 37795903}]"
LUFFING COURT,"[{37597136, 37870402}]"
CAROLYNE AVENUE,"[{37647546, 37624509}]"
PALOMINO STREET,"[{37602971, 37558462}]"
WEST CHESTNUT HILL LANE,"[{37561505, 37723970, 37723946, 37723951, 37723983, 37723953, 37723994}]"
MARKLEY AVENUE,"[{49493017, 49512932, 49512943}]"
PEPPER LAKE DRIVE,"[{37787915, 37787907}]"
LAGAN COURT,"[{37893866, 37692644}]"
DIPLOMA DRIVE,"[{671842721, 671842724, 671842736, 671842705, 671842707, 671842716}]"
LEE DRIVE,"[{37817734, 37586124, 37616789, 37293974, 37548473, 37755036, 37817759}]"
WYNDHAM CIRCLE,"[{1455352359, 1455352619, 1455352715, 1455352501, 37763991, 1455352735}]"
LINWEN WAY,"[{37717360, 37717377}]"
SCHROEDER AVENUE,"[{3938098241, 37652771, 37742473, 1140228876, 37748077, 1140228878, 37748112, 37748113, 1627898297, 37748062}]"
KIMBARK COURT,"[{37919167, 37579719}]"
TYRONE STREET,"[{49500875, 49501421}]"
SHELBYS PATH,"[{37378925, 37378910}]"
IVY AVENUE,"[{49525904, 49560561}]"
RABON AVENUE,"[{37616896, 37589517, 37836559, 37618902, 37618904}]"
MYCROFT COURT,"[{5968623578, 37670197, 37541605}]"
STAPLEFORD ROAD,"[{37625193, 37584850, 37625194}]"
WESTERMAN CIRCLE,"[{37757986, 37757989, 37757933}]"
BANK STREET,"[{37718790, 49493751, 49493778, 49493657, 49429401, 49488538, 49456153, 49493662, 49522598, 49493679, 49486515, 49490355, 49493813, 49474615, 833223864, 49493817, 49470394, 6799810108, 49493822, 49493695, 49493824, 37779909, 49493831, 49493835, 37655633, 49478226, 49493842, 49493846, 49483768, 49493849, 49493722, 833183194, 37589724, 37696610, 49475042, 49493860, 49493862, 49493735, 49493865, 631149677, 49480686, 49493869, 49468656, 49493745, 49457013, 37664503, 49465208, 49493753, 37592059, 49493759}]"
DUNCANNON ROAD,"[{37645601, 37863924, 37797790, 37731617}]"
GAYBROOK ROAD,"[{37853990, 37820923, 37643246}]"
KIDDS SCHOOLHOUSE ROAD,"[{37586846, 37383206}]"
PARKTOWNE ROAD,"[{37649156, 37891038, 37758007, 37746360, 37891006}]"
EASTPOINT MALL,"[{37465376, 37553665, 37765730, 37553671, 37497032, 37324589, 37497038, 37497039, 37765710}]"
SOUTHLAND AVENUE,"[{49470657, 49470662, 49470667, 1674074797, 1674074801, 49470652}]"
TRICOUNT COURT,"[{37613664, 37936142}]"
VEITCH COURT,"[{37611617, 37611627}]"
REDFIELD COURT,"[{37747929, 37689612}]"
LEE BEN ROAD,"[{37372817, 37664290}]"
HARTACK COURT,"[{1359976830, 1359976831}]"
ACADEMY LANE,"[{37561520, 37309109}]"
HANWAY ROAD,"[{37567048, 37794601}]"
FAIRWAY ROAD,"[{37735169, 37896277}]"
WINLEE ROAD,"[{37601760, 37632635, 37632667, 37632679}]"
FORT AVENUE,"[{37690386, 37726245, 37726246}]"
62ND STREET,"[{3230248736, 37755169, 49475494, 49475497, 1373421033, 37833023}]"
PAULDING LANE,"[{5197248835, 5197248838, 37607598, 37632209, 37632213, 5197248831}]"
FRIENDSHIP ROAD,"[{37573840, 37573842, 9788721286}]"
LODGE ROAD,"[{37628176, 37628156, 37628149, 37628204}]"
GILSTON PARK ROAD,"[{37689222, 37787019, 37662156, 37787021, 37787071}]"
AVON BEACH ROAD,"[{37782027, 37764035, 37645751}]"
LUCILLE AVENUE,"[{49455856, 49455861}]"
NICOLL AVENUE,"[{49561824, 49462401, 49559491, 49548105, 49501873}]"
STONEFALLS COURT,"[{37660772, 37800188}]"
ODE COURT,"[{37872178, 37928579, 37432222}]"
PHILLIPS ROAD,"[{37582365, 37342989}]"
FIELDVIEW COURT,"[{37602459, 37876591}]"
EDWARD AVENUE,"[{3658818808, 37870037, 393529816}]"
CHAND COURT,"[{1338764651, 1338764686}]"
NATIONAL DRIVE,"[{37665928, 37665927}]"
HOLLY DRIVE,"[{1296182178, 37579118, 37579119}]"
NORTH CURLEY STREET,"[{49496416, 49496420, 49496421, 49458984, 49464616, 49494698, 49496424, 49496427, 49475158, 49496408, 49496412, 49496414}]"
CHAPEL RIDGE ROAD,"[{37869611, 37536045}]"
CONGRESSIONAL COURT,"[{37749538, 37749575}]"
DALEWOOD COURT,"[{37746104, 37746113}]"
LINBELLE TERRACE,"[{37639977, 37671675}]"
STILLMEADOW ROAD,"[{37675842, 37840900, 37832996, 37589481, 37880812, 37722381, 37580687, 1627879160, 37880850, 393521976, 1627879163}]"
WEST TALBOTT STREET,"[{49499064, 908885970, 49499061, 49499062}]"
WIRE MILL ROAD,"[{5623317621, 37800878}]"
GATEFIELD ROAD,"[{37700970, 37795930, 37795967}]"
LOVETT COURT,"[{37710155, 37710172}]"
MORANE WAY,"[{37924325, 37924330, 37734539, 37924336, 37855319, 37924344, 37924345}]"
WATERBIRD COURT,"[{37568620, 37568653, 1764561254}]"
UMATILLA AVENUE,"[{49482536, 49529648, 49546605, 2159695557}]"
HILTON TERRACE,"[{37584880, 37596369, 37832824}]"
PHELPS LANE,"[{49462192, 49569864, 49511372, 891280597}]"
UPPER ELLICOTT DRIVEWAY,"[{49460595, 49484254}]"
MOUNTWOOD ROAD,"[{49463879, 49463880, 49463855, 49463956, 49463993}]"
NORTHMONT ROAD,"[{37776935, 37657513, 37743789, 37878158, 2287906064, 37698705, 37564313, 37691261, 37878206}]"
SILKTREE COURT,"[{37288414, 37630335}]"
BUCKHILL ROAD,"[{37591171, 37870012, 4587950229}]"
CRAFTON ROAD,"[{37605934, 37605923, 37662094}]"
RIDGE VALLEY DRIVE,"[{37778759, 37742345, 37616458, 37873291, 37737937, 37739506, 2261381365}]"
BOTTOM ROAD,"[{37418633, 37583209, 37791206, 10271472767}]"
CALVARY COURT,"[{37396001, 37591700}]"
BRIDLEPATH ROAD,"[{37337361, 37737806}]"
TRAILS END COURT,"[{2595768633, 2142009258, 2595768635, 2142009283}]"
CHESTNUT GLEN GARTH,"[{37777200, 37777177}]"
VELVET VALLEY WAY,"[{37566904, 37566937, 37566963, 37566886}]"
RUFFED GROUSE COURT,"[{37712140, 37712166}]"
BEAVER COURT,"[{37423921, 37308518}]"
WAREHAM ROAD,"[{37253848, 37687196, 37637550, 37705456}]"
DOME STREET,"[{37289189, 37289190, 12366442597, 37581098, 12366528402, 37289204, 10708257080, 10708257082}]"
FITZWARREN PLACE,[{37744595}]
COLLEEN ROAD,"[{49504617, 49504603}]"
PORTSMOUTH ROAD,"[{37683497, 37744369}]"
ENSOR STREET,"[{862643715, 49504006, 49475084, 49534733, 49467161, 1268236324, 982864042, 49495471, 49482688, 49483585, 3741392195, 2963822805, 4502184919, 49534686, 49514349, 49534703, 49496953, 862643836, 49469695}]"
HENLEY COURT,"[{37602691, 37602702}]"
GREELY ROAD,"[{49447866, 49464502}]"
FERNWOOD ROAD,"[{37635451, 37688213}]"
GRANITE ROAD,"[{37687394, 37687490, 37687406, 37687375, 37687482, 37655421, 2180127679}]"
CEDAR POND LANE,"[{365791144, 37247251, 365791141, 365791143}]"
KING RICHARD COURT,"[{37351984, 37370970}]"
HASELMERE ROAD,"[{37909995, 37860100}]"
LEITH WALK,"[{49465280, 49539297, 49465312, 49465380, 49465383, 49465258, 631307914, 49464051, 49465331, 49465364}]"
RUXWOOD ROAD,"[{37587713, 37620239}]"
SEIFERT AVENUE,"[{49538048, 49538050}]"
WOODGAIT COURT,"[{37637171, 37637172, 37637157}]"
NORTH WOODYEAR STREET,"[{49458603, 2633074606, 49464431, 49510454, 49510456, 2633074586, 49510459, 2610340892}]"
CROTONA COURT,"[{37786248, 37786251, 37735884, 37786253}]"
LIMB COURT,"[{37720784, 37720803}]"
NORTH FREDERICK STREET,"[{49484556, 49458909}]"
BASS ROAD,"[{37637960, 966367177}]"
GREENWICH PLACE,"[{37659008, 1217795668}]"
GLENCOE AVENUE,"[{37780544, 37780545}]"
HARVEST FIELDS DRIVE,"[{2442892969, 37687394}]"
GUNPOWDER CROSSING LANE,"[{37863315, 37856229}]"
LYNNBROOK AVENUE,"[{49474824, 49473740}]"
STANSON COURT,"[{2261381372, 2261381439}]"
WOODSIDE AVENUE,"[{37916352, 37649154, 37740547, 37780678, 37745063, 37739528, 37916350, 37779309, 37914398, 37922834, 37765940, 37758005, 37603350, 37747190, 37616120, 393492217, 1360080414}]"
MOORES RUN DRIVE,"[{49464516, 49531064, 49524240, 49457427, 49464248, 49510168, 49531038}]"
MARS AVENUE,"[{49509208, 49545714}]"
BROWNELL ROAD,"[{37647724, 37624213, 37752967}]"
MCHENRY ROW,"[{4343113700, 4343113701, 4341225893, 4343113702, 4343113703, 1253152551}]"
MENLO DRIVE,"[{49378912, 49473607, 49473609, 49503630, 49463601, 49557716, 49474772, 49543134, 49469180, 49378910}]"
OAK MEADOW ROAD,"[{3184978664, 37615354, 3184971759}]"
ASHBURTON STREET,"[{49458579, 49469722, 49469723, 49469726, 49469728, 49469730, 49469731, 49469732, 49469733, 49469735, 49469736, 49469737, 49469738, 49469741, 49469745, 49469747, 49469748, 49469749, 49469750, 49460920, 49469756, 49469757, 49469759, 1101272007, 5300286034, 1880225770, 49428476}]"
SOUTH AVONDALE ROAD,"[{37625435, 37625467}]"
POINSETTIA COURT,"[{2217148144, 37670545}]"
YARMOUTH ROAD,"[{37792140, 37725006, 37676695, 37571831, 37642174}]"
BAUER AVENUE,"[{37638840, 1455664553}]"
GLENWOOD AVENUE,"[{49515265, 49468004, 37018693, 49492453, 49500932, 49462344, 37018700, 49515278, 49515279, 49462704, 49515282, 37018710, 49515291, 49513245}]"
MAPLE PARK AVENUE,"[{49521000, 49521004}]"
ALTURA COURT,"[{37680723, 37596895}]"
STEIGER WAY,"[{49474821, 49474797, 49474799, 49474800, 49464818, 49474778}]"
ALDA DRIVE,"[{37600570, 37686444}]"
TRENT ROAD,"[{37768458, 37633133}]"
ROYAL COURT DRIVE,"[{37415633, 37674378, 37868221}]"
HEIDELBERG LANE,"[{2951632688, 37737062}]"
SPRINGHILL FARM COURT,"[{37734682, 37509924}]"
EAST 33RD STREET,"[{659637760, 49391490, 49537285, 49527557, 49527558, 8929135499, 49470093, 49427606, 49427608, 1266252699, 1266246812, 1266252704, 1266252705, 1266252706, 8271548067, 49501220, 49501221, 1456305062, 659637759, 1323073964, 740230194, 7566654901, 49426617, 49478974, 925571010, 49490884, 49490887, 4538512073, 49564618, 49564624, 49539409, 49564626, 7647133904, 49539412, 1266246744, 49503323, 1266246749, 3938785374, 49434847, 1288432990, 7647133922, 49503333, 49474407, 932490088, 49556970, 49542250, 49505260, 49542252, 1323154420, 49486845, 49454975}]"
